# Configuration automatically generated by WRITE_CONFIG()
connection ethernet
#connection (actual) ?
device any
#device (actual) t4
name "LJ3"
serial "440010888"
ip "192.168.1.35"
samplehz 1000.000000
settleus 10.000000
nsample 1024
dataformat ascii

# Analog Inputs
aichannel 0
ailabel "Fuel Gas"
ainegative 199
airange 10.000000
airesolution 0
aicalslope 4.862400
aicalzero 0.040000
aicalunits "V"

aichannel 2
ailabel "Oxygen"
ainegative 199
airange 10.000000
airesolution 0
aicalslope 10.000000
aicalzero 0.000000
aicalunits "V"


## End Configuration ##
#: Thu Aug  3 15:15:36 2023
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.522991e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.481572e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.522991e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.522991e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.082147e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.082147e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.522991e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.082147e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
2.061438e+00	1.502282e+00
